sale_id,sale_date,sale_price_sar,discount_pct,payment_method,bank_name,buyer_city,unit_id,unit_no,unit_type,bedrooms,bathrooms,area_sqm,floor,view,parking_spaces,list_price_sar,project_id,project_name,city
89,2024-11-04,1713000.0,3.18,bank_financing,Banque Saudi Fransi,Riyadh,NRJ0137,NRJ-137,townhouse,4,3,270.0,,street,2,1692000.0,NRJ,Narjis Oasis,Riyadh
302,2024-11-04,3399000.0,3.52,cash,,Jeddah,CST0174,CST-09174,duplex,4,4,295.0,9,street,2,3419000.0,CST,Coast Towers,Jeddah
708,2024-11-04,960000.0,2.37,bank_financing,Riyad Bank,Riyadh,YSM0520,YSM-22520,apartment,3,2,155.0,22,city,2,974000.0,YSM,Yasmin Suburb,Riyadh
717,2024-11-04,938000.0,0.98,bank_financing,Riyad Bank,Jeddah,YSM0018,YSM-19018,apartment,3,2,150.0,19,city,2,938000.0,YSM,Yasmin Suburb,Riyadh
713,2024-11-05,2040000.0,0.0,cash,,Dammam,YSM0056,YSM-056,townhouse,5,4,290.0,,park,2,2020000.0,YSM,Yasmin Suburb,Riyadh
715,2024-11-05,973000.0,4.33,bank_financing,Saudi National Bank,Jeddah,YSM0036,YSM-15036,apartment,3,2,145.0,15,park,1,1007000.0,YSM,Yasmin Suburb,Riyadh
550,2024-11-06,1672000.0,0.11,cash,,Riyadh,RWB0255,RWB-07255,duplex,4,4,310.0,7,street,2,1561000.0,RWB,Al Rawabi District,Dammam
720,2024-11-06,2065000.0,0.84,bank_financing,Bank AlBilad,Jeddah,YSM0275,YSM-275,townhouse,4,3,305.0,,street,2,2062000.0,YSM,Yasmin Suburb,Riyadh
721,2024-11-06,2330000.0,0.8,bank_financing,Bank AlBilad,Dammam,YSM0041,YSM-041,townhouse,4,3,310.0,,park,2,2325000.0,YSM,Yasmin Suburb,Riyadh
296,2024-11-07,1876000.0,0.22,bank_financing,Bank AlBilad,Riyadh,CST0204,CST-11204,apartment,3,2,165.0,11,garden,2,1825000.0,CST,Coast Towers,Jeddah
548,2024-11-07,2242000.0,2.51,bank_financing,Al Rajhi Bank,Dammam,RWB0128,RWB-128,villa,4,4,395.0,,park,2,2145000.0,RWB,Al Rawabi District,Dammam
292,2024-11-08,1720000.0,0.43,bank_financing,Banque Saudi Fransi,Riyadh,CST0348,CST-22348,apartment,3,2,155.0,22,garden,2,1677000.0,CST,Coast Towers,Jeddah
301,2024-11-09,2143000.0,3.39,cash,,Jeddah,CST0142,CST-11142,apartment,3,2,205.0,11,park,2,2153000.0,CST,Coast Towers,Jeddah
710,2024-11-09,1093000.0,5.08,cash,,Riyadh,YSM0136,YSM-18136,apartment,2,1,170.0,18,garden,2,1140000.0,YSM,Yasmin Suburb,Riyadh
711,2024-11-09,1779000.0,0.0,bank_financing,Al Rajhi Bank,Riyadh,YSM0509,YSM-509,townhouse,3,2,270.0,,garden,2,1761000.0,YSM,Yasmin Suburb,Riyadh
93,2024-11-10,3803000.0,2.32,bank_financing,Al Rajhi Bank,Dammam,NRJ0330,NRJ-330,villa,6,6,450.0,,city,2,3722000.0,NRJ,Narjis Oasis,Riyadh
724,2024-11-10,962000.0,2.85,cash,,Dammam,YSM0130,YSM-13130,apartment,3,2,155.0,13,street,2,980000.0,YSM,Yasmin Suburb,Riyadh
298,2024-11-11,1266000.0,2.57,bank_financing,Saudi National Bank,Jeddah,CST0170,CST-02170,apartment,2,1,125.0,2,street,1,1261000.0,CST,Coast Towers,Jeddah
553,2024-11-11,1902000.0,1.17,bank_financing,Al Rajhi Bank,Dammam,RWB0032,RWB-032,villa,4,4,320.0,,park,2,1795000.0,RWB,Al Rawabi District,Dammam
709,2024-11-12,1874000.0,2.31,cash,,Riyadh,YSM0003,YSM-003,townhouse,4,3,285.0,,city,2,1899000.0,YSM,Yasmin Suburb,Riyadh
549,2024-11-13,2027000.0,1.68,bank_financing,Riyad Bank,Dammam,RWB0208,RWB-208,villa,4,4,325.0,,city,2,1923000.0,RWB,Al Rawabi District,Dammam
702,2024-11-13,2050000.0,3.19,bank_financing,Al Rajhi Bank,Jeddah,YSM0111,YSM-111,townhouse,5,4,310.0,,city,2,2096000.0,YSM,Yasmin Suburb,Riyadh
294,2024-11-14,1713000.0,2.11,cash,,Jeddah,CST0093,CST-05093,apartment,3,2,165.0,5,street,2,1698000.0,CST,Coast Towers,Jeddah
704,2024-11-15,1667000.0,0.92,bank_financing,Al Rajhi Bank,Dammam,YSM0255,YSM-255,townhouse,3,2,260.0,,city,2,1666000.0,YSM,Yasmin Suburb,Riyadh
707,2024-11-15,1179000.0,0.05,bank_financing,Saudi National Bank,Riyadh,YSM0310,YSM-23310,apartment,3,2,175.0,23,city,2,1168000.0,YSM,Yasmin Suburb,Riyadh
722,2024-11-15,1580000.0,3.64,bank_financing,Bank AlBilad,Riyadh,YSM0492,YSM-492,townhouse,3,2,240.0,,garden,2,1623000.0,YSM,Yasmin Suburb,Riyadh
299,2024-11-18,2239000.0,1.34,bank_financing,Bank AlBilad,Jeddah,CST0211,CST-23211,apartment,4,3,195.0,23,street,2,2203000.0,CST,Coast Towers,Jeddah
718,2024-11-18,968000.0,2.21,bank_financing,Al Rajhi Bank,Jeddah,YSM0084,YSM-12084,apartment,3,2,140.0,12,park,1,980000.0,YSM,Yasmin Suburb,Riyadh
300,2024-11-19,1583000.0,3.79,bank_financing,Al Rajhi Bank,Dammam,CST0113,CST-21113,apartment,3,2,135.0,21,park,1,1597000.0,CST,Coast Towers,Jeddah
551,2024-11-19,1638000.0,4.26,cash,,Dammam,RWB0175,RWB-10175,duplex,4,4,285.0,10,garden,2,1596000.0,RWB,Al Rawabi District,Dammam
552,2024-11-19,2390000.0,0.0,bank_financing,Bank AlBilad,Riyadh,RWB0033,RWB-033,villa,5,5,400.0,,garden,2,2229000.0,RWB,Al Rawabi District,Dammam
703,2024-11-19,1100000.0,1.31,bank_financing,Banque Saudi Fransi,Dammam,YSM0015,YSM-24015,apartment,3,2,165.0,24,street,2,1104000.0,YSM,Yasmin Suburb,Riyadh
714,2024-11-19,1995000.0,2.65,bank_financing,Bank AlBilad,Riyadh,YSM0284,YSM-284,townhouse,5,4,300.0,,city,2,2029000.0,YSM,Yasmin Suburb,Riyadh
88,2024-11-21,3330000.0,2.94,cash,,Riyadh,NRJ0223,NRJ-223,villa,5,5,440.0,,park,2,3280000.0,NRJ,Narjis Oasis,Riyadh
92,2024-11-21,1926000.0,1.23,bank_financing,Riyad Bank,Dammam,NRJ0085,NRJ-085,townhouse,4,3,260.0,,city,2,1864000.0,NRJ,Narjis Oasis,Riyadh
297,2024-11-21,1820000.0,0.0,bank_financing,Riyad Bank,Jeddah,CST0267,CST-17267,apartment,3,2,160.0,17,city,2,1766000.0,CST,Coast Towers,Jeddah
303,2024-11-21,4018000.0,1.59,bank_financing,Banque Saudi Fransi,Dammam,CST0052,CST-15052,duplex,5,5,330.0,15,city,2,3962000.0,CST,Coast Towers,Jeddah
719,2024-11-21,1840000.0,3.64,bank_financing,Bank AlBilad,Dammam,YSM0302,YSM-302,townhouse,3,2,290.0,,street,2,1891000.0,YSM,Yasmin Suburb,Riyadh
87,2024-11-22,1837000.0,1.06,cash,,Riyadh,NRJ0138,NRJ-138,townhouse,4,3,260.0,,garden,2,1775000.0,NRJ,Narjis Oasis,Riyadh
706,2024-11-22,1565000.0,5.6,bank_financing,Riyad Bank,Jeddah,YSM0166,YSM-166,townhouse,4,3,245.0,,garden,2,1641000.0,YSM,Yasmin Suburb,Riyadh
705,2024-11-24,1855000.0,2.46,cash,,Riyadh,YSM0065,YSM-065,townhouse,3,2,255.0,,garden,2,1883000.0,YSM,Yasmin Suburb,Riyadh
723,2024-11-24,813000.0,0.0,cash,,Riyadh,YSM0050,YSM-11050,apartment,3,2,120.0,11,park,1,805000.0,YSM,Yasmin Suburb,Riyadh
90,2024-11-26,2740000.0,0.0,cash,,Jeddah,NRJ0338,NRJ-338,villa,4,4,345.0,,city,2,2620000.0,NRJ,Narjis Oasis,Riyadh
712,2024-11-27,1522000.0,0.03,bank_financing,Banque Saudi Fransi,Riyadh,YSM0226,YSM-226,townhouse,3,2,235.0,,city,2,1507000.0,YSM,Yasmin Suburb,Riyadh
308,2024-12-01,1509000.0,2.21,cash,,Jeddah,CST0128,CST-04128,apartment,4,3,145.0,4,garden,1,1490000.0,CST,Coast Towers,Jeddah
309,2024-12-01,1775000.0,3.58,bank_financing,Riyad Bank,Jeddah,CST0296,CST-23296,apartment,3,2,160.0,23,street,2,1778000.0,CST,Coast Towers,Jeddah
727,2024-12-01,745000.0,0.52,cash,,Riyadh,YSM0232,YSM-09232,apartment,3,2,120.0,9,city,1,738000.0,YSM,Yasmin Suburb,Riyadh
734,2024-12-01,944000.0,1.91,cash,,Dammam,YSM0290,YSM-24290,apartment,3,2,140.0,24,garden,1,948000.0,YSM,Yasmin Suburb,Riyadh
94,2024-12-02,2656000.0,3.37,bank_financing,Bank AlBilad,Riyadh,NRJ0247,NRJ-247,villa,4,4,340.0,,garden,2,2615000.0,NRJ,Narjis Oasis,Riyadh
97,2024-12-02,4301000.0,2.1,bank_financing,Riyad Bank,Riyadh,NRJ0031,NRJ-031,villa,5,5,510.0,,park,2,4180000.0,NRJ,Narjis Oasis,Riyadh
741,2024-12-02,1043000.0,0.0,bank_financing,Bank AlBilad,Jeddah,YSM0061,YSM-20061,apartment,3,2,140.0,20,park,1,1028000.0,YSM,Yasmin Suburb,Riyadh
313,2024-12-03,1834000.0,3.36,bank_financing,Saudi National Bank,Dammam,CST0095,CST-16095,apartment,2,1,145.0,16,sea,1,1833000.0,CST,Coast Towers,Jeddah
735,2024-12-04,1065000.0,3.27,cash,,Riyadh,YSM0372,YSM-10372,apartment,3,2,160.0,10,park,2,1085000.0,YSM,Yasmin Suburb,Riyadh
98,2024-12-05,1887000.0,5.31,bank_financing,Riyad Bank,Riyadh,NRJ0253,NRJ-253,townhouse,4,3,270.0,,garden,2,1896000.0,NRJ,Narjis Oasis,Riyadh
314,2024-12-06,1023000.0,1.84,cash,,Jeddah,CST0143,CST-05143,apartment,2,1,100.0,5,city,1,1006000.0,CST,Coast Towers,Jeddah
558,2024-12-06,1638000.0,0.0,bank_financing,Al Rajhi Bank,Dammam,RWB0140,RWB-04140,duplex,4,4,285.0,4,garden,2,1520000.0,RWB,Al Rawabi District,Dammam
726,2024-12-06,746000.0,3.1,bank_financing,Bank AlBilad,Dammam,YSM0074,YSM-08074,apartment,2,1,120.0,8,park,1,758000.0,YSM,Yasmin Suburb,Riyadh
729,2024-12-06,1482000.0,4.07,bank_financing,Riyad Bank,Riyadh,YSM0028,YSM-028,townhouse,3,2,225.0,,park,2,1522000.0,YSM,Yasmin Suburb,Riyadh
556,2024-12-07,1704000.0,2.45,bank_financing,Riyad Bank,Dammam,RWB0142,RWB-11142,duplex,4,4,325.0,11,street,2,1621000.0,RWB,Al Rawabi District,Dammam
732,2024-12-07,1779000.0,0.0,bank_financing,Al Rajhi Bank,Dammam,YSM0288,YSM-288,townhouse,4,3,275.0,,street,2,1753000.0,YSM,Yasmin Suburb,Riyadh
304,2024-12-08,4105000.0,0.0,bank_financing,Bank AlBilad,Riyadh,CST0302,CST-12302,duplex,5,5,325.0,12,street,2,3964000.0,CST,Coast Towers,Jeddah
310,2024-12-09,3639000.0,4.14,bank_financing,Saudi National Bank,Riyadh,CST0259,CST-18259,duplex,5,5,320.0,18,park,2,3666000.0,CST,Coast Towers,Jeddah
728,2024-12-09,880000.0,1.38,bank_financing,Saudi National Bank,Riyadh,YSM0005,YSM-11005,apartment,3,2,140.0,11,park,1,879000.0,YSM,Yasmin Suburb,Riyadh
103,2024-12-10,2113000.0,0.92,bank_financing,Riyad Bank,Riyadh,NRJ0187,NRJ-187,townhouse,5,4,290.0,,park,2,2029000.0,NRJ,Narjis Oasis,Riyadh
305,2024-12-10,2424000.0,1.06,bank_financing,Al Rajhi Bank,Jeddah,CST0191,CST-06191,apartment,4,3,210.0,6,park,2,2366000.0,CST,Coast Towers,Jeddah
736,2024-12-10,1663000.0,1.04,bank_financing,Al Rajhi Bank,Riyadh,YSM0146,YSM-146,townhouse,4,3,245.0,,park,2,1655000.0,YSM,Yasmin Suburb,Riyadh
315,2024-12-13,4025000.0,3.11,bank_financing,Saudi National Bank,Jeddah,CST0078,CST-05078,duplex,5,5,325.0,5,street,2,4012000.0,CST,Coast Towers,Jeddah
739,2024-12-13,984000.0,4.38,bank_financing,Al Rajhi Bank,Riyadh,YSM0483,YSM-18483,apartment,3,2,150.0,18,park,2,1014000.0,YSM,Yasmin Suburb,Riyadh
99,2024-12-14,3126000.0,2.15,cash,,Riyadh,NRJ0004,NRJ-004,villa,4,4,410.0,,city,2,3039000.0,NRJ,Narjis Oasis,Riyadh
554,2024-12-14,1508000.0,0.91,bank_financing,Riyad Bank,Dammam,RWB0130,RWB-23130,duplex,4,4,245.0,23,city,2,1412000.0,RWB,Al Rawabi District,Dammam
557,2024-12-15,2185000.0,1.8,bank_financing,Banque Saudi Fransi,Riyadh,RWB0244,RWB-244,villa,4,4,380.0,,garden,2,2065000.0,RWB,Al Rawabi District,Dammam
738,2024-12-15,1782000.0,1.72,bank_financing,Saudi National Bank,Jeddah,YSM0293,YSM-293,townhouse,4,3,265.0,,city,2,1786000.0,YSM,Yasmin Suburb,Riyadh
742,2024-12-15,1223000.0,3.56,bank_financing,Banque Saudi Fransi,Riyadh,YSM0230,YSM-21230,apartment,4,3,195.0,21,street,2,1249000.0,YSM,Yasmin Suburb,Riyadh
102,2024-12-16,2640000.0,1.86,cash,,Riyadh,NRJ0169,NRJ-169,villa,5,5,360.0,,garden,2,2559000.0,NRJ,Narjis Oasis,Riyadh
555,2024-12-16,1865000.0,0.88,cash,,Dammam,RWB0256,RWB-16256,duplex,5,5,310.0,16,garden,2,1746000.0,RWB,Al Rawabi District,Dammam
725,2024-12-16,827000.0,1.81,bank_financing,Bank AlBilad,Jeddah,YSM0038,YSM-19038,apartment,3,2,130.0,19,street,1,830000.0,YSM,Yasmin Suburb,Riyadh
731,2024-12-17,1888000.0,1.51,bank_financing,Riyad Bank,Riyadh,YSM0337,YSM-337,townhouse,4,3,285.0,,city,2,1889000.0,YSM,Yasmin Suburb,Riyadh
559,2024-12-18,2112000.0,2.65,cash,,Dammam,RWB0135,RWB-135,villa,5,5,375.0,,city,2,2013000.0,RWB,Al Rawabi District,Dammam
733,2024-12-19,2078000.0,2.52,bank_financing,Riyad Bank,Riyadh,YSM0500,YSM-500,townhouse,4,3,300.0,,garden,2,2100000.0,YSM,Yasmin Suburb,Riyadh
743,2024-12-21,1730000.0,0.0,bank_financing,Al Rajhi Bank,Jeddah,YSM0212,YSM-212,townhouse,4,3,250.0,,garden,2,1704000.0,YSM,Yasmin Suburb,Riyadh
100,2024-12-22,2539000.0,2.49,cash,,Riyadh,NRJ0230,NRJ-230,villa,4,4,325.0,,garden,2,2477000.0,NRJ,Narjis Oasis,Riyadh
730,2024-12-22,1100000.0,0.0,bank_financing,Banque Saudi Fransi,Riyadh,YSM0422,YSM-15422,apartment,3,2,165.0,15,park,2,1084000.0,YSM,Yasmin Suburb,Riyadh
95,2024-12-23,1585000.0,2.09,bank_financing,Riyad Bank,Dammam,NRJ0275,NRJ-275,townhouse,3,2,240.0,,park,2,1540000.0,NRJ,Narjis Oasis,Riyadh
306,2024-12-23,3327000.0,0.9,cash,,Jeddah,CST0329,CST-13329,duplex,5,5,295.0,13,street,2,3242000.0,CST,Coast Towers,Jeddah
311,2024-12-23,2408000.0,3.18,bank_financing,Bank AlBilad,Jeddah,CST0193,CST-11193,apartment,3,2,200.0,11,sea,2,2402000.0,CST,Coast Towers,Jeddah
740,2024-12-23,1082000.0,1.01,cash,,Riyadh,YSM0020,YSM-01020,apartment,3,2,175.0,1,city,2,1077000.0,YSM,Yasmin Suburb,Riyadh
737,2024-12-24,1800000.0,2.07,bank_financing,Bank AlBilad,Jeddah,YSM0202,YSM-202,townhouse,5,4,295.0,,street,2,1811000.0,YSM,Yasmin Suburb,Riyadh
744,2024-12-24,1817000.0,1.98,bank_financing,Al Rajhi Bank,Dammam,YSM0099,YSM-099,townhouse,4,3,260.0,,park,2,1826000.0,YSM,Yasmin Suburb,Riyadh
96,2024-12-25,2953000.0,3.16,bank_financing,Banque Saudi Fransi,Riyadh,NRJ0234,NRJ-234,villa,4,4,370.0,,street,2,2901000.0,NRJ,Narjis Oasis,Riyadh
101,2024-12-26,3073000.0,3.27,cash,,Riyadh,NRJ0163,NRJ-163,villa,5,5,405.0,,garden,2,3022000.0,NRJ,Narjis Oasis,Riyadh
307,2024-12-26,1271000.0,0.95,cash,,Jeddah,CST0321,CST-01321,apartment,3,2,105.0,1,sea,1,1239000.0,CST,Coast Towers,Jeddah
312,2024-12-26,2266000.0,0.0,cash,,Riyadh,CST0320,CST-22320,apartment,3,2,195.0,22,street,2,2188000.0,CST,Coast Towers,Jeddah
1007,2025-01-01,2570000.0,1.27,bank_financing,Bank AlBilad,Jeddah,KHM0013,KHM-06013,duplex,4,4,240.0,6,park,2,2603000.0,KHM,Khobar Marina,Al Khobar
1028,2025-01-01,1737000.0,0.86,bank_financing,Bank AlBilad,Al Khobar,KHM0072,KHM-04072,apartment,3,2,175.0,4,sea,2,1752000.0,KHM,Khobar Marina,Al Khobar
1011,2025-01-02,3519000.0,0.0,cash,,Al Khobar,KHM0123,KHM-03123,duplex,4,4,330.0,3,city,2,3519000.0,KHM,Khobar Marina,Al Khobar
1029,2025-01-02,902000.0,2.93,cash,,Dammam,KHM0007,KHM-06007,apartment,2,1,110.0,6,street,1,929000.0,KHM,Khobar Marina,Al Khobar
110,2025-01-03,2186000.0,6.22,cash,,Dammam,NRJ0250,NRJ-250,townhouse,5,4,320.0,,street,2,2207000.0,NRJ,Narjis Oasis,Riyadh
320,2025-01-03,1719000.0,0.58,bank_financing,Banque Saudi Fransi,Jeddah,CST0030,CST-03030,apartment,4,3,155.0,3,garden,2,1661000.0,CST,Coast Towers,Jeddah
1012,2025-01-03,2430000.0,1.98,bank_financing,Banque Saudi Fransi,Dammam,KHM0174,KHM-15174,duplex,4,4,250.0,15,park,2,2479000.0,KHM,Khobar Marina,Al Khobar
107,2025-01-04,2139000.0,3.02,bank_financing,Riyad Bank,Riyadh,NRJ0056,NRJ-056,townhouse,3,2,285.0,,street,2,2088000.0,NRJ,Narjis Oasis,Riyadh
318,2025-01-04,1495000.0,4.96,bank_financing,Riyad Bank,Jeddah,CST0124,CST-24124,apartment,3,2,135.0,24,city,1,1512000.0,CST,Coast Towers,Jeddah
324,2025-01-04,2051000.0,0.85,cash,,Riyadh,CST0173,CST-05173,apartment,3,2,185.0,5,garden,2,1988000.0,CST,Coast Towers,Jeddah
751,2025-01-04,729000.0,0.68,bank_financing,Saudi National Bank,Riyadh,YSM0205,YSM-08205,apartment,3,2,110.0,8,park,1,719000.0,YSM,Yasmin Suburb,Riyadh
108,2025-01-05,2327000.0,0.58,cash,,Riyadh,NRJ0146,NRJ-146,townhouse,4,3,310.0,,garden,2,2216000.0,NRJ,Narjis Oasis,Riyadh
319,2025-01-05,1334000.0,0.51,cash,,Jeddah,CST0275,CST-18275,apartment,2,1,110.0,18,garden,1,1288000.0,CST,Coast Towers,Jeddah
762,2025-01-05,2025000.0,1.19,bank_financing,Banque Saudi Fransi,Dammam,YSM0163,YSM-163,townhouse,4,3,285.0,,city,2,2009000.0,YSM,Yasmin Suburb,Riyadh
1008,2025-01-05,1294000.0,3.67,cash,,Al Khobar,KHM0035,KHM-03035,apartment,4,3,155.0,3,sea,2,1343000.0,KHM,Khobar Marina,Al Khobar
1006,2025-01-07,1895000.0,0.98,bank_financing,Bank AlBilad,Al Khobar,KHM0179,KHM-15179,apartment,4,3,205.0,15,garden,2,1914000.0,KHM,Khobar Marina,Al Khobar
1016,2025-01-07,1154000.0,5.2,cash,,Riyadh,KHM0268,KHM-21268,apartment,2,1,135.0,21,city,1,1217000.0,KHM,Khobar Marina,Al Khobar
1021,2025-01-07,1369000.0,2.61,bank_financing,Saudi National Bank,Riyadh,KHM0070,KHM-18070,apartment,3,2,155.0,18,garden,2,1406000.0,KHM,Khobar Marina,Al Khobar
1024,2025-01-07,3340000.0,0.0,bank_financing,Saudi National Bank,Riyadh,KHM0088,KHM-19088,duplex,5,5,315.0,19,street,2,3340000.0,KHM,Khobar Marina,Al Khobar
105,2025-01-08,1724000.0,3.1,bank_financing,Saudi National Bank,Riyadh,NRJ0039,NRJ-039,townhouse,3,2,245.0,,garden,2,1684000.0,NRJ,Narjis Oasis,Riyadh
560,2025-01-08,2018000.0,1.31,bank_financing,Saudi National Bank,Dammam,RWB0151,RWB-151,villa,4,4,340.0,,city,2,1888000.0,RWB,Al Rawabi District,Dammam
758,2025-01-08,1223000.0,0.62,bank_financing,Bank AlBilad,Riyadh,YSM0002,YSM-14002,apartment,4,3,190.0,14,garden,2,1206000.0,YSM,Yasmin Suburb,Riyadh
109,2025-01-09,2562000.0,2.95,cash,,Dammam,NRJ0188,NRJ-188,villa,4,4,360.0,,street,2,2499000.0,NRJ,Narjis Oasis,Riyadh
316,2025-01-09,2013000.0,1.07,bank_financing,Saudi National Bank,Riyadh,CST0094,CST-04094,apartment,4,3,165.0,4,park,2,1955000.0,CST,Coast Towers,Jeddah
755,2025-01-09,1830000.0,3.76,bank_financing,Riyad Bank,Riyadh,YSM0391,YSM-391,townhouse,5,4,290.0,,garden,2,1864000.0,YSM,Yasmin Suburb,Riyadh
1010,2025-01-09,3605000.0,0.52,bank_financing,Banque Saudi Fransi,Al Khobar,KHM0274,KHM-20274,duplex,5,5,360.0,20,street,2,3624000.0,KHM,Khobar Marina,Al Khobar
1018,2025-01-09,3356000.0,3.11,cash,,Jeddah,KHM0275,KHM-04275,duplex,5,5,335.0,4,park,2,3464000.0,KHM,Khobar Marina,Al Khobar
1013,2025-01-10,2405000.0,2.14,bank_financing,Banque Saudi Fransi,Al Khobar,KHM0284,KHM-12284,duplex,4,4,280.0,12,street,2,2458000.0,KHM,Khobar Marina,Al Khobar
563,2025-01-11,2678000.0,6.68,bank_financing,Bank AlBilad,Dammam,RWB0057,RWB-057,villa,5,5,505.0,,city,2,2649000.0,RWB,Al Rawabi District,Dammam
564,2025-01-11,1728000.0,0.54,bank_financing,Saudi National Bank,Jeddah,RWB0006,RWB-07006,duplex,4,4,310.0,7,park,2,1604000.0,RWB,Al Rawabi District,Dammam
752,2025-01-11,1268000.0,2.47,bank_financing,Al Rajhi Bank,Riyadh,YSM0112,YSM-09112,apartment,3,2,200.0,9,garden,2,1274000.0,YSM,Yasmin Suburb,Riyadh
1026,2025-01-11,2893000.0,2.51,cash,,Jeddah,KHM0057,KHM-11057,duplex,4,4,275.0,11,sea,2,2968000.0,KHM,Khobar Marina,Al Khobar
1032,2025-01-11,3624000.0,3.62,cash,,Riyadh,KHM0289,KHM-14289,duplex,5,5,335.0,14,garden,2,3760000.0,KHM,Khobar Marina,Al Khobar
1033,2025-01-11,3372000.0,0.0,bank_financing,Saudi National Bank,Dammam,KHM0048,KHM-23048,duplex,5,5,325.0,23,street,2,3372000.0,KHM,Khobar Marina,Al Khobar
562,2025-01-12,1330000.0,4.33,bank_financing,Al Rajhi Bank,Riyadh,RWB0178,RWB-04178,duplex,4,4,250.0,4,city,2,1284000.0,RWB,Al Rawabi District,Dammam
322,2025-01-13,1221000.0,5.64,bank_financing,Al Rajhi Bank,Dammam,CST0070,CST-04070,apartment,3,2,125.0,4,street,1,1243000.0,CST,Coast Towers,Jeddah
750,2025-01-13,1304000.0,2.41,bank_financing,Riyad Bank,Riyadh,YSM0034,YSM-23034,apartment,3,2,180.0,23,city,2,1310000.0,YSM,Yasmin Suburb,Riyadh
1034,2025-01-13,1060000.0,2.31,cash,,Al Khobar,KHM0041,KHM-14041,apartment,2,1,120.0,14,garden,1,1085000.0,KHM,Khobar Marina,Al Khobar
323,2025-01-14,1482000.0,0.89,bank_financing,Bank AlBilad,Dammam,CST0154,CST-07154,apartment,2,1,130.0,7,city,1,1437000.0,CST,Coast Towers,Jeddah
749,2025-01-14,1859000.0,1.65,bank_financing,Banque Saudi Fransi,Dammam,YSM0496,YSM-496,townhouse,4,3,295.0,,garden,2,1853000.0,YSM,Yasmin Suburb,Riyadh
761,2025-01-14,1901000.0,0.41,cash,,Dammam,YSM0336,YSM-336,townhouse,5,4,275.0,,park,2,1871000.0,YSM,Yasmin Suburb,Riyadh
1020,2025-01-14,1205000.0,3.47,bank_financing,Saudi National Bank,Al Khobar,KHM0304,KHM-04304,apartment,2,1,135.0,4,garden,1,1248000.0,KHM,Khobar Marina,Al Khobar
1031,2025-01-14,1205000.0,1.97,bank_financing,Bank AlBilad,Al Khobar,KHM0077,KHM-13077,apartment,3,2,140.0,13,city,1,1229000.0,KHM,Khobar Marina,Al Khobar
561,2025-01-15,1924000.0,4.58,cash,,Dammam,RWB0046,RWB-046,villa,5,5,345.0,,city,2,1862000.0,RWB,Al Rawabi District,Dammam
746,2025-01-15,996000.0,2.42,bank_financing,Saudi National Bank,Riyadh,YSM0254,YSM-12254,apartment,3,2,150.0,12,garden,2,1001000.0,YSM,Yasmin Suburb,Riyadh
759,2025-01-15,1765000.0,5.92,cash,,Jeddah,YSM0079,YSM-079,townhouse,5,4,260.0,,garden,2,1839000.0,YSM,Yasmin Suburb,Riyadh
1030,2025-01-15,3046000.0,2.32,bank_financing,Bank AlBilad,Dammam,KHM0283,KHM-02283,duplex,5,5,320.0,2,garden,2,3118000.0,KHM,Khobar Marina,Al Khobar
1015,2025-01-16,977000.0,4.07,bank_financing,Bank AlBilad,Al Khobar,KHM0266,KHM-16266,apartment,3,2,110.0,16,street,1,1018000.0,KHM,Khobar Marina,Al Khobar
104,2025-01-17,1859000.0,3.4,bank_financing,Riyad Bank,Riyadh,NRJ0105,NRJ-105,townhouse,4,3,280.0,,street,2,1822000.0,NRJ,Narjis Oasis,Riyadh
565,2025-01-18,1632000.0,1.12,bank_financing,Banque Saudi Fransi,Dammam,RWB0101,RWB-09101,duplex,5,5,290.0,9,city,2,1524000.0,RWB,Al Rawabi District,Dammam
317,2025-01-19,1601000.0,0.0,bank_financing,Banque Saudi Fransi,Jeddah,CST0219,CST-06219,apartment,3,2,140.0,6,garden,1,1538000.0,CST,Coast Towers,Jeddah
756,2025-01-19,1563000.0,4.89,bank_financing,Al Rajhi Bank,Riyadh,YSM0374,YSM-374,townhouse,4,3,250.0,,city,2,1611000.0,YSM,Yasmin Suburb,Riyadh
760,2025-01-19,1484000.0,0.14,bank_financing,Bank AlBilad,Riyadh,YSM0367,YSM-367,townhouse,4,3,220.0,,park,2,1457000.0,YSM,Yasmin Suburb,Riyadh
1025,2025-01-19,2958000.0,0.53,bank_financing,Al Rajhi Bank,Dammam,KHM0181,KHM-14181,duplex,4,4,270.0,14,park,2,2974000.0,KHM,Khobar Marina,Al Khobar
321,2025-01-20,3347000.0,4.66,bank_financing,Al Rajhi Bank,Dammam,CST0150,CST-09150,duplex,4,4,280.0,9,garden,2,3373000.0,CST,Coast Towers,Jeddah
1023,2025-01-20,3372000.0,1.96,bank_financing,Saudi National Bank,Jeddah,KHM0045,KHM-19045,duplex,4,4,330.0,19,city,2,3440000.0,KHM,Khobar Marina,Al Khobar
1027,2025-01-20,2788000.0,0.0,cash,,Al Khobar,KHM0218,KHM-22218,duplex,5,5,285.0,22,street,2,2788000.0,KHM,Khobar Marina,Al Khobar
1035,2025-01-20,1368000.0,3.59,bank_financing,Al Rajhi Bank,Riyadh,KHM0201,KHM-21201,apartment,3,2,150.0,21,garden,2,1419000.0,KHM,Khobar Marina,Al Khobar
